Run_ID,Condition,Time_Period,ID,Name,Pool_Total_Revenue,Output,Capacity,Capability,Dispatch_Cost,Incr_Cost,Full_Load_Cost,Net_Cost,Fixed_Cost,Variable_OM_Cost,Fixed_Cost_Base,Variable_OM_Cost_Base,Fixed_Cost_Aux1,Variable_OM_Cost_Aux1,Fixed_Cost_Aux2,Variable_OM_Cost_Aux2,Fuel_Usage,Output_MWH,Output_MWH_Primary,Output_MWH_Secondary,Percent_Marginal,Percent_Committed,Primary_Fuel_Usage,Revenue,Energy_Revenue,Capacity_Revenue,Secondary_Fuel_Usage,Total_Fuel_Cost,Value,Forced_Outage,Maint_Outage,Used_For_Op_Reserve,Spin_Reserve,Spin_Reserve_Revenue,Non_Spin_Reserve,Non_Spin_Reserve_Revenue,Input_Spin_Reserve,Input_Spin_Reserve_Revenue,Report_Year,Report_Month,Report_Day,Report_Hour,LT_Iteration,Risk_Iteration,Study_Info,Record_Number,Total_Hours_Run
Forcing Wind,Average,2026,Intertie,AB Interties,4368822824,502.0751038,3306,"3,306.00",100.66,47.93,47.93,49.48,.,.,.,.,0,0,.,0,"39,583,600.00",4398178,4398178,0,59.06,0,39583600,221239.5938,221239.5938,0,.,210704.33,"10,535.00",0,0,96.62162018,45.55334473,0,51.06827545,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,597,5174
Base Case,Average,2027,MRO,MidwestReliabilityOrganization,4711633557,219.8735504,306,306,105.13,50.06,50.06,51.7,.,.,.,.,0,0,.,0,"17,334,832.00",1926092.38,1926092.38,0,77.12,0,17334832,101234.1563,101234.1563,0,.,96413.47,"4,821.00",0,0,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,351,6756
Base Case,Average,2027,AB,Alberta,4711633557,11280.38379,17539.33398,"14,790.00",102.45,31.39,32.11,23.54,"1,066,725.00","480,092.00","692,160.00","509,185.00",374564.28,-29092.83,.,0,"376,454,304.00",98816160,98816160,0,22.88,13.14,376454304,5096285,5096285,0,.,1695084.88,"1,777,952.00",1616.33,489.059021,678.9313965,678.9313965,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,352,8760
Base Case,Average,2027,AB_CCCT_NG,AB_CCCT_NG,4711633557,3736.144287,5122.867188,"4,685.00",90.98,40.33,40.93,39.22,"492,451.00","190,194.00","232,602.00","190,194.00",259849,0,.,0,"217,325,808.00",32728624,32728624,0,16.43,41.35,217325808,1691224.5,1691224.5,0,.,1019557.56,"-43,897.00",239.44,198.5928955,53.07182312,53.07182312,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,353,8760
Base Case,Average,2027,AB_HY_WAT,AB_HY_WAT,4711633557,250.5209656,894,251,6.57,3.13,3.13,3.23,"31,869.00","6,868.00","31,869.00","6,868.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,112513.6719,112513.6719,0,.,0,"73,777.00",0,0,609.996521,609.996521,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,354,8760
Base Case,Average,2027,AB_OtherTech_NG,AB_OtherTech_NG,4711633557,89.23167419,97.98904419,89,91.4,43.53,45.59,47.14,"4,485.00","6,679.00","4,485.00","6,679.00",0,0,.,0,"5,796,282.50",781669.5,781669.5,0,0.03,0,5796282.5,40302.21094,40302.21094,0,.,28000.99,144,4.77,3.930410862,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,355,8760
Base Case,Average,2027,AB_SCCT_NG,AB_SCCT_NG,4711633557,6334.753906,8595.598633,"8,074.00",62.74,26.91,27.71,17.53,"376,986.00","273,323.00","262,271.00","273,323.00",114715.28,0,.,0,"133,679,688.00",55492444,55492444,0,6.42,0.06,133679688,2861264.75,2861264.75,0,.,645758.69,"1,542,308.00",332.2,189.1003418,15.86310959,15.86310959,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,356,8760
Base Case,Average,2027,AB_SCCT_OT,AB_SCCT_OT,4711633557,85.62976837,94,86,30.34,14.45,14.66,15.14,"5,711.00","3,333.00","5,711.00","3,333.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,38626.35547,38626.35547,0,.,734.98,"21,921.00",3.67,4.699999809,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,357,8760
Base Case,Average,2027,AB_ST_Coal,AB_ST_Coal,4711633557,0,929,817,654.09,57.73,58.97,,"73,281.00",.,"73,281.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-73,281.00",38.57,73.81095886,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,358,0
Base Case,Average,2027,AB_ST_OT,AB_ST_OT,4711633557,301.9983521,340,302,19.81,9.43,9.64,9.95,"28,980.00","11,755.00","28,980.00","11,755.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,136227.1094,136227.1094,0,.,1032.65,"81,756.00",21,17,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,359,8760
Base Case,Average,2027,AB_ST_SUN,AB_ST_SUN,4711633557,3.634100437,15,4,0,0,0,0,569,.,569,.,0,0,.,0,0,31834.72,31834.72,0,0,0,0,1661.669678,1661.669678,0,.,0,"1,092.00",9.87,1.5,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,360,4617
Base Case,Average,2027,AB_WT_WND,AB_WT_WND,4711633557,478.4705505,1445,478,-5.99,-2.85,-2.85,-2.97,"52,204.00","-12,059.00","52,204.00","17,034.00",0,-29092.83,.,0,0,4191402,4191402,0,0,0,0,214464.625,214464.625,0,.,0,"174,319.00",966.62,0,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,361,8687
Base Case,Average,2027,AB_Renewables,Alberta Renewables Group,4711633557,1120.253784,2788,"1,120.00",8,3.81,3.89,3.29,"119,333.00","9,897.00","119,333.00","38,989.00",0,-29092.83,.,0,"19,652,516.00",9813423,9813423,0,0,0,19652516,503493.4375,503493.4375,0,.,1767.63,"352,865.00",1001.15,23.20000076,609.996521,609.996521,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,362,8760
Base Case,Average,2027,Intertie,AB Interties,4711633557,804.2017212,3306,"3,306.00",105.13,50.06,50.06,51.76,.,.,.,.,0,0,.,0,"63,403,264.00",7044807,7044807,0,77.12,0,63403264,370696,370696,0,.,353043.75,"17,652.00",0,0,96.62162018,64.65707397,0,31.96455002,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,363,6756
Forcing Wind,Average,2027,MRO,MidwestReliabilityOrganization,4546402675,129.4317474,306,306,105.13,50.06,50.06,51.66,.,.,.,.,0,0,.,0,"10,204,398.00",1133822,1133822,0,48.3,0,10204398,59541.12891,59541.12891,0,.,56705.83,"2,835.00",0,0,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,741,4231
Forcing Wind,Average,2027,AB,Alberta,4546402675,11729.82617,19639.33398,"15,565.00",100.18,29.71,30.4,21.13,"1,142,593.00","435,789.00","768,028.00","512,277.00",374564.28,-76488.09,.,0,"355,567,232.00",102753272,102753272,0,51.7,12.49,355567232,5118393,5118393,0,.,1593027.5,"1,874,035.00",2941.37,489.059021,678.9313965,678.9313965,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,742,8760
Forcing Wind,Average,2027,AB_CCCT_NG,AB_CCCT_NG,4546402675,3494.955322,5122.867188,"4,685.00",90.98,40.33,40.93,38.72,"492,451.00","172,164.00","232,602.00","172,164.00",259849,0,.,0,"202,159,376.00",30615810,30615810,0,33.9,41.34,202159376,1534318.375,1534318.375,0,.,945163,"-105,877.00",239.44,198.5928955,86.41474152,86.41474152,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,743,8760
Forcing Wind,Average,2027,AB_HY_WAT,AB_HY_WAT,4546402675,250.5209656,894,251,6.57,3.13,3.13,3.23,"31,869.00","6,868.00","31,869.00","6,868.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,108816.1719,108816.1719,0,.,0,"70,079.00",0,0,577.1781616,577.1781616,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,744,8760
Forcing Wind,Average,2027,AB_OtherTech_NG,AB_OtherTech_NG,4546402675,86.80172729,97.98904419,89,91.4,43.53,45.59,47.21,"4,485.00","6,497.00","4,485.00","6,497.00",0,0,.,0,"5,647,238.50",760383.13,760383.13,0,0.58,0,5647238.5,38012.67969,38012.67969,0,.,27289.23,"-1,226.00",4.77,3.930410862,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,745,8760
Forcing Wind,Average,2027,AB_SCCT_NG,AB_SCCT_NG,4546402675,6248.632324,8595.598633,"8,074.00",63.06,26.91,27.71,17.13,"376,986.00","266,876.00","262,271.00","266,876.00",114715.28,0,.,0,"128,108,096.00",54738020,54738020,0,17.21,0.06,128108096,2726598.25,2726598.25,0,.,618807.69,"1,441,993.00",332.2,189.1003418,15.33853245,15.33853245,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,746,8760
Forcing Wind,Average,2027,AB_SCCT_OT,AB_SCCT_OT,4546402675,85.62976837,94,86,30.34,14.45,14.66,15.14,"5,711.00","3,333.00","5,711.00","3,333.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,37271.77734,37271.77734,0,.,734.98,"20,566.00",3.67,4.699999809,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,747,8760
Forcing Wind,Average,2027,AB_ST_Coal,AB_ST_Coal,4546402675,0,929,817,706.7,57.73,58.97,,"73,281.00",.,"73,281.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-73,281.00",38.57,73.81095886,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,748,0
Forcing Wind,Average,2027,AB_ST_OT,AB_ST_OT,4546402675,301.9983521,340,302,19.81,9.43,9.64,9.95,"28,980.00","11,755.00","28,980.00","11,755.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,131449.7969,131449.7969,0,.,1032.65,"76,979.00",21,17,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,749,8760
Forcing Wind,Average,2027,AB_ST_SUN,AB_ST_SUN,4546402675,3.634100437,15,4,0,0,0,0,569,.,569,.,0,0,.,0,0,31834.72,31834.72,0,0,0,0,1626.3302,1626.3302,0,.,0,"1,057.00",9.87,1.5,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,750,4617
Forcing Wind,Average,2027,AB_WT_WND,AB_WT_WND,4546402675,1257.65332,3545,"1,253.00",-6.04,-2.88,-2.88,-2.97,"128,072.00","-31,705.00","128,072.00","44,783.00",0,-76488.09,.,0,0,11017043,11017043,0,0,0,0,540299.8125,540299.8125,0,.,0,"443,932.00",2291.66,0,0,0,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,751,8760
Forcing Wind,Average,2027,AB_Renewables,Alberta Renewables Group,4546402675,1899.436401,4888,"1,895.00",2.29,1.09,1.14,0.72,"195,201.00","-9,749.00","195,201.00","66,739.00",0,-76488.09,.,0,"19,652,516.00",16639063,16639063,0,0,0,19652516,819463.9375,819463.9375,0,.,1767.63,"612,614.00",2326.2,23.20000076,577.1781616,577.1781616,0,0,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,752,8760
Forcing Wind,Average,2027,Intertie,AB Interties,4546402675,354.7593994,3306,"3,306.00",105.13,50.06,50.06,51.61,.,.,.,.,0,0,.,0,"27,969,230.00",3107692.25,3107692.25,0,48.3,0,27969230,163031.4531,163031.4531,0,.,155268.02,"7,763.00",0,0,96.62162018,34.81025696,0,61.81136703,0,0,0,2027,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,753,4231
Base Case,Average,2028,MRO,MidwestReliabilityOrganization,4857095815,148.1849518,306,306,109.76,52.27,52.27,53.94,.,.,.,.,0,0,.,0,"11,714,910.00",1301656.63,1301656.63,0,54.46,0,11714910,71378.01563,71378.01563,0,.,67979.05,"3,399.00",0,0,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,195,4784
Base Case,Average,2028,AB,Alberta,4857095815,11832.00391,18380.90234,"15,570.00",103.36,32.69,33.41,24.77,"1,225,978.00","495,158.00","745,439.00","524,977.00",480538.69,-29819.21,.,0,"405,151,776.00",103932320,103932320,0,45.54,17.46,405151776,5454665,5454665,0,.,1906315.5,"1,735,576.00",1646.45,521.2669678,686.6607666,686.6607666,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,196,8784
Base Case,Average,2028,AB_CCCT_NG,AB_CCCT_NG,4857095815,4343.81543,5963.947266,"5,461.00",91.41,40.91,41.46,39.56,"641,707.00","203,914.00","276,579.00","203,914.00",365128.19,0,.,0,"249,446,400.00",38156076,38156076,0,34.41,49.67,249446400,2009075,2009075,0,.,1216075.75,"-94,303.00",271.78,231.4042969,94.88433075,94.88433075,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,197,8784
Base Case,Average,2028,AB_HY_WAT,AB_HY_WAT,4857095815,250.3448181,894,250,6.69,3.18,3.18,3.29,"32,513.00","7,002.00","32,513.00","7,002.00",0,0,.,0,0,2199029,2199029,0,0,0,0,114548.5469,114548.5469,0,.,0,"75,033.00",0,0,574.8308716,574.8308716,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,198,8784
Base Case,Average,2028,AB_OtherTech_NG,AB_OtherTech_NG,4857095815,88.25102234,97.99453735,89,95.41,45.44,47.6,49.23,"4,576.00","6,739.00","4,576.00","6,739.00",0,0,.,0,"5,751,895.00",775197,775197,0,0.24,0,5751895,40690.91797,40690.91797,0,.,29116.89,-836,4.77,3.919672012,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,199,8784
Base Case,Average,2028,AB_SCCT_NG,AB_SCCT_NG,4857095815,6277.594727,8596.081055,"8,075.00",65.47,28.01,28.86,17.95,"382,996.00","274,470.00","267,586.00","274,470.00",115410.5,0,.,0,"130,247,136.00",55142392,55142392,0,10.88,0.06,130247136,2891762,2891762,0,.,659319.44,"1,550,185.00",332.22,188.7096252,16.9455986,16.9455986,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,200,8784
Base Case,Average,2028,AB_SCCT_OT,AB_SCCT_OT,4857095815,85.62976837,94,86,34.78,16.56,16.81,17.36,"5,826.00","3,400.00","5,826.00","3,400.00",0,0,.,0,"8,193,872.50",752171.88,752171.88,0,0,0,8193872.5,39370.64844,39370.64844,0,.,749.83,"20,901.00",3.67,4.699999809,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,201,8784
Base Case,Average,2028,AB_ST_Coal,AB_ST_Coal,4857095815,0,929,817,651.44,58.37,59.62,,"74,762.00",.,"74,762.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-74,762.00",38.58,73.60929108,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,202,0
Base Case,Average,2028,AB_ST_OT,AB_ST_OT,4857095815,301.9983521,340,302,22.15,10.55,10.79,11.14,"29,566.00","11,992.00","29,566.00","11,992.00",0,0,.,0,"11,512,486.00",2652753.5,2652753.5,0,0,0,11512486,138852.0781,138852.0781,0,.,1053.53,"80,664.00",21,17,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,203,8784
Base Case,Average,2028,AB_ST_SUN,AB_ST_SUN,4857095815,3.66059041,15,4,0,0,0,0,581,.,581,.,0,0,.,0,0,32154.63,32154.63,0,0,0,0,1725.713013,1725.713013,0,.,0,"1,145.00",9.84,1.5,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,204,4628
Base Case,Average,2028,AB_WT_WND,AB_WT_WND,4857095815,480.7090149,1445,481,-6.1,-2.9,-2.9,-3.02,"53,260.00","-12,360.00","53,260.00","17,459.00",0,-29819.21,.,0,0,4222548,4222548,0,0,0,0,218640.1563,218640.1563,0,.,0,"177,741.00",964.38,0,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,205,8711
Base Case,Average,2028,AB_Renewables,Alberta Renewables Group,4857095815,1122.342529,2788,"1,122.00",9.05,4.31,4.4,3.76,"121,745.00","10,034.00","121,745.00","39,854.00",0,-29819.21,.,0,"19,706,358.00",9858657,9858657,0,0,0,19706358,513137.1563,513137.1563,0,.,1803.36,"355,484.00",998.89,23.20000076,574.8308716,574.8308716,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,206,8784
Base Case,Average,2028,Intertie,AB Interties,4857095815,371.4949036,3306,"3,306.00",109.76,52.27,52.27,53.97,.,.,.,.,0,0,.,0,"29,368,902.00",3263211.25,3263211.25,0,54.46,0,29368902,179076.7188,179076.7188,0,.,170549.22,"8,527.00",0,0,96.62162018,40.84199524,0,55.77962875,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,207,4784
Forcing Wind,Average,2028,MRO,MidwestReliabilityOrganization,4585919696,61.7876091,306,306,109.76,52.27,52.27,53.76,.,.,.,.,0,0,.,0,"4,884,681.00",542742.38,542742.38,0,25.23,0,4884681,29665.84375,29665.84375,0,.,28253.18,"1,413.00",0,0,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,624,2216
Forcing Wind,Average,2028,AB,Alberta,4585919696,12081.54102,20480.90234,"16,340.00",102.83,31.04,31.73,22,"1,303,379.00","435,652.00","822,841.00","513,519.00",480538.69,-77866.83,.,0,"372,473,824.00",106124256,106124256,0,74.77,16.63,372473824,5268354.5,5268354.5,0,.,1739091.13,"1,704,660.00",2976.29,521.2669678,686.6607666,686.6607666,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,625,8784
Forcing Wind,Average,2028,AB_CCCT_NG,AB_CCCT_NG,4585919696,3998.204102,5963.947266,"5,461.00",91.42,40.91,41.46,38.85,"641,707.00","178,003.00","276,579.00","178,003.00",365128.19,0,.,0,"227,930,544.00",35120224,35120224,0,48.75,49.63,227930544,1757148.5,1757148.5,0,.,1105214.63,"-205,515.00",271.78,231.4042969,115.7929306,115.7929306,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,626,8784
Forcing Wind,Average,2028,AB_HY_WAT,AB_HY_WAT,4585919696,250.3448181,894,250,6.69,3.18,3.18,3.29,"32,513.00","7,002.00","32,513.00","7,002.00",0,0,.,0,0,2199029,2199029,0,0,0,0,108655.2891,108655.2891,0,.,0,"69,140.00",0,0,556.5682373,556.5682373,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,627,8784
Forcing Wind,Average,2028,AB_OtherTech_NG,AB_OtherTech_NG,4585919696,79.56806183,97.99453735,89,95.41,45.44,47.6,49.5,"4,576.00","6,076.00","4,576.00","6,076.00",0,0,.,0,"5,217,855.50",698925.88,698925.88,0,1.31,0,5217855.5,35317.64453,35317.64453,0,.,26430.18,"-2,758.00",4.77,3.919672012,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,628,8784
Forcing Wind,Average,2028,AB_SCCT_NG,AB_SCCT_NG,4585919696,6107.15918,8596.081055,"8,075.00",65.97,28.01,28.86,17.13,"382,996.00","261,455.00","267,586.00","261,455.00",115410.5,0,.,0,"119,619,072.00",53645288,53645288,0,24.72,0.05,119619072,2665221,2665221,0,.,605643,"1,392,358.00",332.22,188.7096252,14.29964828,14.29964828,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,629,8784
Forcing Wind,Average,2028,AB_SCCT_OT,AB_SCCT_OT,4585919696,85.62976837,94,86,34.78,16.56,16.81,17.36,"5,826.00","3,400.00","5,826.00","3,400.00",0,0,.,0,"8,193,872.50",752171.88,752171.88,0,0,0,8193872.5,37172.55078,37172.55078,0,.,749.83,"18,703.00",3.67,4.699999809,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,630,8784
Forcing Wind,Average,2028,AB_ST_Coal,AB_ST_Coal,4585919696,0,929,817,734.4,58.37,59.62,,"74,762.00",.,"74,762.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-74,762.00",38.58,73.60929108,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,631,0
Forcing Wind,Average,2028,AB_ST_OT,AB_ST_OT,4585919696,301.9983521,340,302,22.15,10.55,10.79,11.14,"29,566.00","11,992.00","29,566.00","11,992.00",0,0,.,0,"11,512,486.00",2652753.5,2652753.5,0,0,0,11512486,131099.8281,131099.8281,0,.,1053.53,"72,912.00",21,17,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,632,8784
Forcing Wind,Average,2028,AB_ST_SUN,AB_ST_SUN,4585919696,3.66059041,15,4,0,0,0,0,581,.,581,.,0,0,.,0,0,32154.63,32154.63,0,0,0,0,1654.596924,1654.596924,0,.,0,"1,074.00",9.84,1.5,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,633,4628
Forcing Wind,Average,2028,AB_WT_WND,AB_WT_WND,4585919696,1254.976318,3545,"1,251.00",-6.15,-2.93,-2.93,-3.02,"130,661.00","-32,276.00","130,661.00","45,590.00",0,-77866.83,.,0,0,11023712,11023712,0,0,0,0,532084.8125,532084.8125,0,.,0,"433,700.00",2294.23,0,0,0,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,634,8784
Forcing Wind,Average,2028,AB_Renewables,Alberta Renewables Group,4585919696,1896.609863,4888,"1,892.00",2.91,1.38,1.44,0.99,"199,147.00","-9,882.00","199,147.00","67,985.00",0,-77866.83,.,0,"19,706,358.00",16659821,16659821,0,0,0,19706358,810667.0625,810667.0625,0,.,1803.36,"595,529.00",2328.74,23.20000076,556.5682373,556.5682373,0,0,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,635,8784
Forcing Wind,Average,2028,Intertie,AB Interties,4585919696,121.9573212,3306,"3,306.00",109.76,52.27,52.27,53.43,.,.,.,.,0,0,.,0,"9,641,458.00",1071273.13,1071273.13,0,25.23,0,9641458,58199.99219,58199.99219,0,.,55428.55,"2,771.00",0,0,96.62162018,14.99263096,0,81.62899017,0,0,0,2028,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,636,2216
Base Case,Average,2029,MRO,MidwestReliabilityOrganization,4990397560,109.1287384,306,306,114.11,54.34,54.34,56.12,.,.,.,.,0,0,.,0,"8,603,710.00",955967.75,955967.75,0,42.72,0,8603710,54542.53125,54542.53125,0,.,51945.26,"2,597.00",0,0,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,39,3742
Base Case,Average,2029,AB,Alberta,4990397560,12051.77344,18647.74023,"15,801.00",99.3,33.67,34.39,25.82,"1,300,344.00","501,944.00","763,846.00","531,641.00",536497.06,-29696.98,.,0,"415,067,296.00",105573536,105573536,0,57.28,19.65,415067296,5671718.5,5671718.5,0,.,2033311.88,"1,732,635.00",1664.49,539.1184082,691.65271,691.65271,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,40,8760
Base Case,Average,2029,AB_CCCT_NG,AB_CCCT_NG,4990397560,4615.388672,6383.98584,"5,847.00",93.61,42.09,42.62,40.57,"720,937.00","209,512.00","300,546.00","209,512.00",420390.66,0,.,0,"262,521,136.00",40430804,40430804,0,40.64,53,262521136,2180680.25,2180680.25,0,.,1330007.5,"-128,140.00",287.88,248.6653137,107.2040558,107.2040558,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,41,8760
Base Case,Average,2029,AB_HY_WAT,AB_HY_WAT,4990397560,250.5209656,894,251,6.8,3.24,3.24,3.35,"32,990.00","7,110.00","32,990.00","7,110.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,116835.7031,116835.7031,0,.,0,"76,735.00",0,0,567.4013062,567.4013062,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,42,8760
Base Case,Average,2029,AB_OtherTech_NG,AB_OtherTech_NG,4990397560,86.80960846,97.98904419,89,99.19,47.24,49.5,51.23,"4,643.00","6,727.00","4,643.00","6,727.00",0,0,.,0,"5,647,721.50",760452.13,760452.13,0,0.56,0,5647721.5,40950.81641,40950.81641,0,.,29810.75,"-1,410.00",4.77,3.930410862,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,43,8760
Base Case,Average,2029,AB_SCCT_NG,AB_SCCT_NG,4990397560,6235.956055,8595.598633,"8,074.00",67.98,29.06,29.94,18.41,"387,608.00","275,286.00","271,502.00","275,286.00",116106.44,0,.,0,"127,245,912.00",54626976,54626976,0,16.08,0.06,127245912,2932050.75,2932050.75,0,.,671663.81,"1,570,904.00",332.17,189.0873566,17.0473156,17.0473156,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,44,8760
Base Case,Average,2029,AB_SCCT_OT,AB_SCCT_OT,4990397560,85.62976837,94,86,38.22,18.2,18.48,19.09,"5,912.00","3,450.00","5,912.00","3,450.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,40159.21484,40159.21484,0,.,760.85,"20,385.00",3.67,4.699999809,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,45,8760
Base Case,Average,2029,AB_ST_Coal,AB_ST_Coal,4990397560,0,776.2876587,671,527.43,48.7,49.75,,"63,428.00",.,"63,428.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-63,428.00",31.68,73.81095886,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,46,0
Base Case,Average,2029,AB_ST_OT,AB_ST_OT,4990397560,301.9983521,340,302,23.98,11.42,11.69,12.08,"30,000.00","12,168.00","30,000.00","12,168.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,141633.1719,141633.1719,0,.,1069,"80,695.00",21,17,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,47,8760
Base Case,Average,2029,AB_ST_SUN,AB_ST_SUN,4990397560,3.659878492,15,4,0,0,0,0,589,.,589,.,0,0,.,0,0,32060.54,32060.54,0,0,0,0,1763.769409,1763.769409,0,.,0,"1,174.00",9.84,1.5,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,48,4619
Base Case,Average,2029,AB_WT_WND,AB_WT_WND,4990397560,471.8102722,1445,472,-6.2,-2.95,-2.95,-3.08,"54,042.00","-12,310.00","54,042.00","17,387.00",0,-29696.98,.,0,0,4133058,4133058,0,0,0,0,217644.9375,217644.9375,0,.,0,"175,913.00",973.27,0,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,49,8680
